brandCode,code,name,horsePower,fuelTypeCode,engineTypeCode,yearFrom,yearTo,isActive,source,needsReview
HONDA_MARINE,BF15,BF15,15,GASOLINE,OUTBOARD,,,True,https://marine.honda.com/,False
HONDA_MARINE,BF20,BF20,20,GASOLINE,OUTBOARD,,,True,https://marine.honda.com/,False
HONDA_MARINE,BF25,BF25,25,GASOLINE,OUTBOARD,,,True,https://marine.honda.com/,False
HONDA_MARINE,BF30,BF30,30,GASOLINE,OUTBOARD,,,True,https://marine.honda.com/,False
HONDA_MARINE,BF40,BF40,40,GASOLINE,OUTBOARD,,,True,https://marine.honda.com/,False
HONDA_MARINE,BF50,BF50,50,GASOLINE,OUTBOARD,,,True,https://marine.honda.com/,False
HONDA_MARINE,BF60,BF60,60,GASOLINE,OUTBOARD,,,True,https://marine.honda.com/,False
HONDA_MARINE,BF75,BF75,75,GASOLINE,OUTBOARD,,,True,https://marine.honda.com/,False
HONDA_MARINE,BF90,BF90,90,GASOLINE,OUTBOARD,,,True,https://marine.honda.com/,False
HONDA_MARINE,BF100,BF100,100,GASOLINE,OUTBOARD,,,True,https://marine.honda.com/,False
HONDA_MARINE,BF115,BF115,115,GASOLINE,OUTBOARD,,,True,https://marine.honda.com/,False
HONDA_MARINE,BF135,BF135,135,GASOLINE,OUTBOARD,,,True,https://marine.honda.com/,False
HONDA_MARINE,BF150,BF150,150,GASOLINE,OUTBOARD,,,True,https://marine.honda.com/,False
HONDA_MARINE,BF175,BF175,175,GASOLINE,OUTBOARD,,,True,https://marine.honda.com/,False
HONDA_MARINE,BF200,BF200,200,GASOLINE,OUTBOARD,,,True,https://marine.honda.com/,False
HONDA_MARINE,BF225,BF225,225,GASOLINE,OUTBOARD,,,True,https://marine.honda.com/,False
HONDA_MARINE,BF250,BF250,250,GASOLINE,OUTBOARD,,,True,https://marine.honda.com/,False
TOHATSU,MFS2_5,MFS2.5,2,GASOLINE,OUTBOARD,,,True,https://www.tohatsu.com/,True
TOHATSU,MFS3_5,MFS3.5,4,GASOLINE,OUTBOARD,,,True,https://www.tohatsu.com/,True
TOHATSU,MFS4,MFS4,4,GASOLINE,OUTBOARD,,,True,https://www.tohatsu.com/,False
TOHATSU,MFS5,MFS5,5,GASOLINE,OUTBOARD,,,True,https://www.tohatsu.com/,False
TOHATSU,MFS6,MFS6,6,GASOLINE,OUTBOARD,,,True,https://www.tohatsu.com/,False
TOHATSU,MFS8,MFS8,8,GASOLINE,OUTBOARD,,,True,https://www.tohatsu.com/,False
TOHATSU,MFS9_8,MFS9.8,10,GASOLINE,OUTBOARD,,,True,https://www.tohatsu.com/,True
TOHATSU,MFS9_9,MFS9.9,10,GASOLINE,OUTBOARD,,,True,https://www.tohatsu.com/,True
TOHATSU,MFS15,MFS15,15,GASOLINE,OUTBOARD,,,True,https://www.tohatsu.com/,False
TOHATSU,MFS20,MFS20,20,GASOLINE,OUTBOARD,,,True,https://www.tohatsu.com/,False
TOHATSU,MFS25,MFS25,25,GASOLINE,OUTBOARD,,,True,https://www.tohatsu.com/,False
TOHATSU,MFS30,MFS30,30,GASOLINE,OUTBOARD,,,True,https://www.tohatsu.com/,False
TOHATSU,MFS40,MFS40,40,GASOLINE,OUTBOARD,,,True,https://www.tohatsu.com/,False
TOHATSU,MFS50,MFS50,50,GASOLINE,OUTBOARD,,,True,https://www.tohatsu.com/,False
TOHATSU,MFS60,MFS60,60,GASOLINE,OUTBOARD,,,True,https://www.tohatsu.com/,False
TOHATSU,MFS75,MFS75,75,GASOLINE,OUTBOARD,,,True,https://www.tohatsu.com/,False
TOHATSU,MFS90,MFS90,90,GASOLINE,OUTBOARD,,,True,https://www.tohatsu.com/,False
TOHATSU,MFS100,MFS100,100,GASOLINE,OUTBOARD,,,True,https://www.tohatsu.com/,False
TOHATSU,MFS115,MFS115,115,GASOLINE,OUTBOARD,,,True,https://www.tohatsu.com/,False
TOHATSU,MFS140,MFS140,140,GASOLINE,OUTBOARD,,,True,https://www.tohatsu.com/,False
PARSUN,F2_6,F2.6,3,GASOLINE,OUTBOARD,,,True,https://www.parsun.com/,True
PARSUN,F4,F4,4,GASOLINE,OUTBOARD,,,True,https://www.parsun.com/,False
PARSUN,F5,F5,5,GASOLINE,OUTBOARD,,,True,https://www.parsun.com/,False
PARSUN,F6,F6,6,GASOLINE,OUTBOARD,,,True,https://www.parsun.com/,False
PARSUN,F8,F8,8,GASOLINE,OUTBOARD,,,True,https://www.parsun.com/,False
PARSUN,F9_8,F9.8,10,GASOLINE,OUTBOARD,,,True,https://www.parsun.com/,True
PARSUN,F15,F15,15,GASOLINE,OUTBOARD,,,True,https://www.parsun.com/,False
PARSUN,F20,F20,20,GASOLINE,OUTBOARD,,,True,https://www.parsun.com/,False
PARSUN,F25,F25,25,GASOLINE,OUTBOARD,,,True,https://www.parsun.com/,False
PARSUN,F40,F40,40,GASOLINE,OUTBOARD,,,True,https://www.parsun.com/,False
PARSUN,F50,F50,50,GASOLINE,OUTBOARD,,,True,https://www.parsun.com/,False
PARSUN,F60,F60,60,GASOLINE,OUTBOARD,,,True,https://www.parsun.com/,False
SELVA_MARINE,SELVA_2_5,Selva 2.5,2,GASOLINE,OUTBOARD,,,True,https://www.selvamarine.com/,True
SELVA_MARINE,SELVA_5,Selva 5,5,GASOLINE,OUTBOARD,,,True,https://www.selvamarine.com/,False
SELVA_MARINE,SELVA_6,Selva 6,6,GASOLINE,OUTBOARD,,,True,https://www.selvamarine.com/,False
SELVA_MARINE,SELVA_9_9,Selva 9.9,10,GASOLINE,OUTBOARD,,,True,https://www.selvamarine.com/,True
SELVA_MARINE,SELVA_15,Selva 15,15,GASOLINE,OUTBOARD,,,True,https://www.selvamarine.com/,False
SELVA_MARINE,SELVA_25,Selva 25,25,GASOLINE,OUTBOARD,,,True,https://www.selvamarine.com/,False
SELVA_MARINE,SELVA_30,Selva 30,30,GASOLINE,OUTBOARD,,,True,https://www.selvamarine.com/,False
SELVA_MARINE,SELVA_40,Selva 40,40,GASOLINE,OUTBOARD,,,True,https://www.selvamarine.com/,False
SELVA_MARINE,SELVA_60,Selva 60,60,GASOLINE,OUTBOARD,,,True,https://www.selvamarine.com/,False
SELVA_MARINE,SELVA_90,Selva 90,90,GASOLINE,OUTBOARD,,,True,https://www.selvamarine.com/,False
SELVA_MARINE,SELVA_115,Selva 115,115,GASOLINE,OUTBOARD,,,True,https://www.selvamarine.com/,False
SELVA_MARINE,SELVA_150,Selva 150,150,GASOLINE,OUTBOARD,,,True,https://www.selvamarine.com/,False
SELVA_MARINE,SELVA_200,Selva 200,200,GASOLINE,OUTBOARD,,,True,https://www.selvamarine.com/,False
SELVA_MARINE,SELVA_250,Selva 250,250,GASOLINE,OUTBOARD,,,True,https://www.selvamarine.com/,False
SELVA_MARINE,SELVA_300,Selva 300,300,GASOLINE,OUTBOARD,,,True,https://www.selvamarine.com/,False
EVINRUDE,E_TEC_G2_115,E-TEC G2 115,115,GASOLINE,OUTBOARD,,,True,https://www.evinrude.com/,False
EVINRUDE,E_TEC_G2_140,E-TEC G2 140,140,GASOLINE,OUTBOARD,,,True,https://www.evinrude.com/,False
EVINRUDE,E_TEC_G2_150,E-TEC G2 150,150,GASOLINE,OUTBOARD,,,True,https://www.evinrude.com/,False
EVINRUDE,E_TEC_G2_175,E-TEC G2 175,175,GASOLINE,OUTBOARD,,,True,https://www.evinrude.com/,False
EVINRUDE,E_TEC_G2_200,E-TEC G2 200,200,GASOLINE,OUTBOARD,,,True,https://www.evinrude.com/,False
EVINRUDE,E_TEC_G2_225,E-TEC G2 225,225,GASOLINE,OUTBOARD,,,True,https://www.evinrude.com/,False
EVINRUDE,E_TEC_G2_250,E-TEC G2 250,250,GASOLINE,OUTBOARD,,,True,https://www.evinrude.com/,False
EVINRUDE,E_TEC_G2_300,E-TEC G2 300,300,GASOLINE,OUTBOARD,,,True,https://www.evinrude.com/,False
EVINRUDE,E_TEC_90,E-TEC 90,90,GASOLINE,OUTBOARD,,,True,https://www.evinrude.com/,False
EVINRUDE,E_TEC_115,E-TEC 115,115,GASOLINE,OUTBOARD,,,True,https://www.evinrude.com/,False
EVINRUDE,E_TEC_150,E-TEC 150,150,GASOLINE,OUTBOARD,,,True,https://www.evinrude.com/,False
EVINRUDE,E_TEC_200,E-TEC 200,200,GASOLINE,OUTBOARD,,,True,https://www.evinrude.com/,False
TORQEEDO,TRAVEL_1103,Travel 1103,3,ELECTRIC,OUTBOARD,,,True,https://www.torqeedo.com/,False
TORQEEDO,TRAVEL_1103_C,Travel 1103 C,3,ELECTRIC,OUTBOARD,,,True,https://www.torqeedo.com/,False
TORQEEDO,CRUISE_3_0,Cruise 3.0,8,ELECTRIC,OUTBOARD,,,True,https://www.torqeedo.com/,False
TORQEEDO,CRUISE_6_0,Cruise 6.0,15,ELECTRIC,OUTBOARD,,,True,https://www.torqeedo.com/,False
TORQEEDO,CRUISE_12_0,Cruise 12.0,25,ELECTRIC,OUTBOARD,,,True,https://www.torqeedo.com/,False
TORQEEDO,DEEP_BLUE_50,Deep Blue 50,50,ELECTRIC,OUTBOARD,,,True,https://www.torqeedo.com/,False
TORQEEDO,DEEP_BLUE_100,Deep Blue 100,100,ELECTRIC,OUTBOARD,,,True,https://www.torqeedo.com/,False
EPROPULSION,SPIRIT_1_0_PLUS,Spirit 1.0 Plus,3,ELECTRIC,OUTBOARD,,,True,https://www.epropulsion.com/,False
EPROPULSION,NAVY_3_0,Navy 3.0,8,ELECTRIC,OUTBOARD,,,True,https://www.epropulsion.com/,False
EPROPULSION,NAVY_6_0,Navy 6.0,15,ELECTRIC,OUTBOARD,,,True,https://www.epropulsion.com/,False
EPROPULSION,X12,X12,25,ELECTRIC,OUTBOARD,,,True,https://www.epropulsion.com/,False
EPROPULSION,X20,X20,40,ELECTRIC,OUTBOARD,,,True,https://www.epropulsion.com/,False
VOLVO_PENTA,D1_13,D1-13,13,DIESEL,INBOARD,,,True,https://www.volvopenta.com/,False
VOLVO_PENTA,D1_20,D1-20,20,DIESEL,INBOARD,,,True,https://www.volvopenta.com/,False
VOLVO_PENTA,D1_30,D1-30,30,DIESEL,INBOARD,,,True,https://www.volvopenta.com/,False
VOLVO_PENTA,D2_40,D2-40,40,DIESEL,INBOARD,,,True,https://www.volvopenta.com/,False
VOLVO_PENTA,D2_50,D2-50,50,DIESEL,INBOARD,,,True,https://www.volvopenta.com/,False
VOLVO_PENTA,D2_60,D2-60,60,DIESEL,INBOARD,,,True,https://www.volvopenta.com/,False
VOLVO_PENTA,D2_75,D2-75,75,DIESEL,INBOARD,,,True,https://www.volvopenta.com/,False
VOLVO_PENTA,D3_110,D3-110,110,DIESEL,INBOARD,,,True,https://www.volvopenta.com/,False
VOLVO_PENTA,D3_140,D3-140,140,DIESEL,INBOARD,,,True,https://www.volvopenta.com/,False
VOLVO_PENTA,D3_170,D3-170,170,DIESEL,INBOARD,,,True,https://www.volvopenta.com/,False
VOLVO_PENTA,D3_200,D3-200,200,DIESEL,INBOARD,,,True,https://www.volvopenta.com/,False
VOLVO_PENTA,D3_220,D3-220,220,DIESEL,INBOARD,,,True,https://www.volvopenta.com/,False
VOLVO_PENTA,D4_175,D4-175,175,DIESEL,INBOARD,,,True,https://www.volvopenta.com/,False
VOLVO_PENTA,D4_230,D4-230,230,DIESEL,INBOARD,,,True,https://www.volvopenta.com/,False
VOLVO_PENTA,D4_270,D4-270,270,DIESEL,INBOARD,,,True,https://www.volvopenta.com/,False
VOLVO_PENTA,D4_300,D4-300,300,DIESEL,INBOARD,,,True,https://www.volvopenta.com/,False
VOLVO_PENTA,D4_320,D4-320,320,DIESEL,INBOARD,,,True,https://www.volvopenta.com/,False
VOLVO_PENTA,D6_280,D6-280,280,DIESEL,INBOARD,,,True,https://www.volvopenta.com/,False
VOLVO_PENTA,D6_330,D6-330,330,DIESEL,INBOARD,,,True,https://www.volvopenta.com/,False
VOLVO_PENTA,D6_380,D6-380,380,DIESEL,INBOARD,,,True,https://www.volvopenta.com/,False
VOLVO_PENTA,D6_440,D6-440,440,DIESEL,INBOARD,,,True,https://www.volvopenta.com/,False
VOLVO_PENTA,D6_480,D6-480,480,DIESEL,INBOARD,,,True,https://www.volvopenta.com/,False
VOLVO_PENTA,D8_510,D8-510,510,DIESEL,INBOARD,,,True,https://www.volvopenta.com/,False
VOLVO_PENTA,D8_550,D8-550,550,DIESEL,INBOARD,,,True,https://www.volvopenta.com/,False
VOLVO_PENTA,D8_600,D8-600,600,DIESEL,INBOARD,,,True,https://www.volvopenta.com/,False
VOLVO_PENTA,D11_510,D11-510,510,DIESEL,INBOARD,,,True,https://www.volvopenta.com/,False
VOLVO_PENTA,D11_625,D11-625,625,DIESEL,INBOARD,,,True,https://www.volvopenta.com/,False
VOLVO_PENTA,D11_670,D11-670,670,DIESEL,INBOARD,,,True,https://www.volvopenta.com/,False
VOLVO_PENTA,D11_725,D11-725,725,DIESEL,INBOARD,,,True,https://www.volvopenta.com/,False
VOLVO_PENTA,D13_800,D13-800,800,DIESEL,INBOARD,,,True,https://www.volvopenta.com/,False
VOLVO_PENTA,D13_900,D13-900,900,DIESEL,INBOARD,,,True,https://www.volvopenta.com/,False
VOLVO_PENTA,D13_1000,D13-1000,1000,DIESEL,INBOARD,,,True,https://www.volvopenta.com/,False
VOLVO_PENTA,V6_200,V6-200,200,GASOLINE,STERNDRIVE,,,True,https://www.volvopenta.com/,False
VOLVO_PENTA,V6_240,V6-240,240,GASOLINE,STERNDRIVE,,,True,https://www.volvopenta.com/,False
VOLVO_PENTA,V6_280,V6-280,280,GASOLINE,STERNDRIVE,,,True,https://www.volvopenta.com/,False
VOLVO_PENTA,V8_350,V8-350,350,GASOLINE,STERNDRIVE,,,True,https://www.volvopenta.com/,False
VOLVO_PENTA,V8_380,V8-380,380,GASOLINE,STERNDRIVE,,,True,https://www.volvopenta.com/,False
VOLVO_PENTA,V8_430,V8-430,430,GASOLINE,STERNDRIVE,,,True,https://www.volvopenta.com/,False
VOLVO_PENTA,IPS_600,IPS 600,435,DIESEL,INBOARD,,,True,https://www.volvopenta.com/,True
VOLVO_PENTA,IPS_650,IPS 650,480,DIESEL,INBOARD,,,True,https://www.volvopenta.com/,True
VOLVO_PENTA,IPS_700,IPS 700,520,DIESEL,INBOARD,,,True,https://www.volvopenta.com/,True
VOLVO_PENTA,IPS_800,IPS 800,600,DIESEL,INBOARD,,,True,https://www.volvopenta.com/,True
VOLVO_PENTA,IPS_900,IPS 900,700,DIESEL,INBOARD,,,True,https://www.volvopenta.com/,True
VOLVO_PENTA,IPS_950,IPS 950,725,DIESEL,INBOARD,,,True,https://www.volvopenta.com/,True
VOLVO_PENTA,IPS_1050,IPS 1050,800,DIESEL,INBOARD,,,True,https://www.volvopenta.com/,True
VOLVO_PENTA,IPS_1350,IPS 1350,1000,DIESEL,INBOARD,,,True,https://www.volvopenta.com/,True
YANMAR,1GM10,1GM10,9,DIESEL,INBOARD,,,True,https://www.yanmar.com/marine/,False
YANMAR,2YM15,2YM15,14,DIESEL,INBOARD,,,True,https://www.yanmar.com/marine/,False
YANMAR,3YM20,3YM20,21,DIESEL,INBOARD,,,True,https://www.yanmar.com/marine/,False
YANMAR,3YM30,3YM30,29,DIESEL,INBOARD,,,True,https://www.yanmar.com/marine/,False
YANMAR,3JH40,3JH40,40,DIESEL,INBOARD,,,True,https://www.yanmar.com/marine/,False
YANMAR,4JH45,4JH45,45,DIESEL,INBOARD,,,True,https://www.yanmar.com/marine/,False
YANMAR,4JH57,4JH57,57,DIESEL,INBOARD,,,True,https://www.yanmar.com/marine/,False
YANMAR,4JH80,4JH80,80,DIESEL,INBOARD,,,True,https://www.yanmar.com/marine/,False
YANMAR,4JH110,4JH110,110,DIESEL,INBOARD,,,True,https://www.yanmar.com/marine/,False
YANMAR,4LV150,4LV150,150,DIESEL,INBOARD,,,True,https://www.yanmar.com/marine/,False
YANMAR,4LV170,4LV170,170,DIESEL,INBOARD,,,True,https://www.yanmar.com/marine/,False
YANMAR,4LV195,4LV195,195,DIESEL,INBOARD,,,True,https://www.yanmar.com/marine/,False
YANMAR,4LV230,4LV230,230,DIESEL,INBOARD,,,True,https://www.yanmar.com/marine/,False
